year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,2.000000000000000,390000.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,7.000000000000000,611151.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,135.000000000000000,9663851.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,89.000000000000000,5991639.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,91.000000000000000,9863195.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,85.000000000000000,9534718.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,44.000000000000000,6304447.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,71.000000000000000,10628763.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,2.000000000000000,360000.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,4.000000000000000,714754.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,105.000000000000000,6706055.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,100.000000000000000,6953361.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,127.000000000000000,12149526.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,89.000000000000000,9618055.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,45.000000000000000,6018002.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,70.000000000000000,10373022.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,2.000000000000000,360000.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,4.000000000000000,744630.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,new,2.000000000000000,80000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,201.000000000000000,12495697.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,123.000000000000000,7929068.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,180.000000000000000,16925357.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,129.000000000000000,12988567.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,60.000000000000000,7961868.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,65.000000000000000,8834828.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,3.000000000000000,510000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,3.000000000000000,608000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,new,23.000000000000000,937000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,renewal,1.000000000000000,41000.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,190.000000000000000,12181265.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,171.000000000000000,11100404.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,142.000000000000000,13436001.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,202.000000000000000,19381686.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,34.000000000000000,4773627.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,85.000000000000000,12510632.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,1.000000000000000,190000.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,4.000000000000000,801500.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,new,12.000000000000000,513499.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,renewal,9.000000000000000,363000.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,153.000000000000000,10642352.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,206.000000000000000,12698097.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,107.000000000000000,9954481.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,242.000000000000000,22939132.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,32.000000000000000,4870502.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,82.000000000000000,11766022.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,1.000000000000000,300000.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,1.000000000000000,190000.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,new,18.000000000000000,869201.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,renewal,4.000000000000000,173150.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,147.000000000000000,11609140.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,119.000000000000000,7723208.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,106.000000000000000,11092509.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,114.000000000000000,11491730.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,32.000000000000000,5636734.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,40.000000000000000,5984534.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,new,1.000000000000000,238000.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,4 beds,renewal,1.000000000000000,199500.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,new,8.000000000000000,461250.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,studio,renewal,5.000000000000000,258155.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,191.000000000000000,14180743.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,144.000000000000000,16652502.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,110.000000000000000,16606481.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,9.000000000000000,1001151.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,224.000000000000000,15655490.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,176.000000000000000,19397913.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,115.000000000000000,16933210.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,6.000000000000000,1074754.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,205.000000000000000,13659416.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,216.000000000000000,21767581.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,115.000000000000000,16391024.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,6.000000000000000,1104630.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,All types,2.000000000000000,80000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,324.000000000000000,20424765.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,309.000000000000000,29913924.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,125.000000000000000,16796696.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,6.000000000000000,1118000.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,All types,24.000000000000000,978000.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,361.000000000000000,23281669.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,344.000000000000000,32817687.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,119.000000000000000,17284259.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,5.000000000000000,991500.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,All types,21.000000000000000,876499.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,359.000000000000000,23340449.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,349.000000000000000,32893613.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,114.000000000000000,16636524.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,2.000000000000000,490000.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,All types,22.000000000000000,1042351.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,All types,266.000000000000000,19332348.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,All types,220.000000000000000,22584239.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,All types,72.000000000000000,11621268.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,All types,2.000000000000000,437500.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,All types,13.000000000000000,719405.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,All beds,new,307.000000000000000,32928730.000000000000000,2668.028530289371702,353987.907515166152734
